#Release 14.7 - par P.20131013 (nt64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Fri Nov 28 14:17:12 2014

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       scrod_top_A4_map.ncd
#OUTPUT FILE:      scrod_top_A4_pad.csv
#PART TYPE:        xc6slx150t
#SPEED GRADE:      -3
#PACKAGE:          fgg676
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
E13,USB_FDD<7>,IOB,IO_L34P_GCLK19_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
E14,RAM_IO<5>,IOB,IO_L40N_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
E15,,,GND,,,,,,,,,,,,
E16,,IOBS,IO_L49N_0,UNUSED,,0,,,,,,,,,
E17,,,VCCAUX,,,,,,,,2.5,,,,
E18,RAM_A<9>,IOB,IO_L51N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
E19,,,GND,,,,,,,,,,,,
E20,RAM_A<18>,IOB,IO_L57N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
E21,,,VCCO_0,,,0,,,,,3.30,,,,
E22,,,GND,,,,,,,,,,,,
E23,BUSB_RD_ROWSEL_S<0>,IOB,IO_L8P_M5A7_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
E24,BUSB_RD_ROWSEL_S<1>,IOB,IO_L8N_M5A2_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
E25,BUSB_DO<6>,IOB,IO_L16P_M5DQ4_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
E26,BUSB_DO<7>,IOB,IO_L16N_M5DQ5_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
F1,SIN<2>,IOB,IO_L66N_M4LDQSN_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
F2,,,GND,,,,,,,,,,,,
F3,SHOUT<0>,IOB,IO_L66P_M4LDQS_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
F4,,,VCCO_4,,,4,,,,,2.50,,,,
F5,LEDS<10>,IOB,IO_L5N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F6,USB_RDY1,IOB,IO_L3N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F7,USB_RDY0,IOB,IO_L3P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F8,,,VCCO_0,,,0,,,,,3.30,,,,
F9,USB_FDD<14>,IOB,IO_L15P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
F10,USB_FDD<12>,IOB,IO_L23P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
F11,USB_FDD<1>,IOB,IO_L30N_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
F12,USB_FDD<8>,IOB,IO_L31P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
F13,,,VCCO_0,,,0,,,,,3.30,,,,
F14,RAM_IO<4>,IOB,IO_L40P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
F15,RAM_IO<1>,IOB,IO_L50N_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
F16,RAM_A<0>,IOB,IO_L49P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F17,RAM_A<13>,IOB,IO_L56N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F18,RAM_A<8>,IOB,IO_L51P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F19,RAM_A<20>,IOB,IO_L64N_SCP4_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F20,RAM_A<17>,IOB,IO_L57P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
F21,,,TMS,,,,,,,,,,,,
F22,TDC10_TRG<1>,IOB,IO_L6P_M5A10_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
F23,TDC_MON_TIMING<9>,IOB,IO_L14P_M5RASN_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
F24,BUSB_RAMP,IOB,IO_L18P_M5LDQS_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
F25,,,GND,,,,,,,,,,,,
F26,SR_CLOCK<8>,IOB,IO_L18N_M5LDQSN_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
G1,PCLK<2>,IOB,IO_L65N_M4DQ3_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
G2,SCLK<2>,IOB,IO_L65P_M4DQ2_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
G3,SHOUT<1>,IOB,IO_L77N_M4BA2_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
G4,TDC1_TRG<4>,IOB,IO_L77P_M4WE_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
G5,,,VCCAUX,,,,,,,,2.5,,,,
G6,USB_PA1,IOB,IO_L5P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
G7,USB_PA0,IOB,IO_L1N_VREF_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
G8,USB_CTL2,IOB,IO_L2N_0,INPUT,LVCMOS33,0,,,,NONE,,LOCATED,NO,NONE,
G9,USB_CTL1,IOB,IO_L13N_0,INPUT,LVCMOS33,0,,,,NONE,,LOCATED,NO,NONE,
G10,USB_FDD<0>,IOB,IO_L21N_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
G11,USB_FDD<10>,IOB,IO_L32N_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
G12,,IOBM,IO_L30P_0,UNUSED,,0,,,,,,,,,
G13,USB_PA7,IOB,IO_L33N_0,INPUT,LVCMOS33,0,,,,NONE,,LOCATED,NO,NONE,
G14,,,GND,,,,,,,,,,,,
G15,RAM_IO<0>,IOB,IO_L50P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
G16,RAM_A<15>,IOB,IO_L56P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
G17,RAM_A<12>,IOB,IO_L58N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
G18,,,VCCO_0,,,0,,,,,3.30,,,,
G19,RAM_WEn,IOB,IO_L64P_SCP5_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
G20,BUSB_SR_CLEAR,IOB,IO_L1N_A24_VREF_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
G21,,,TDO,,,,,,,,,,,,
G22,,,VCCO_5,,,5,,,,,2.50,,,,
G23,BUSB_SR_SEL,IOB,IO_L6N_M5A4_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
G24,TDC10_TRG<0>,IOB,IO_L14N_M5CASN_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
G25,SAMPLESEL_ANY<8>,IOB,IO_L20P_M5DQ0_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
G26,WR2_ENA<8>,IOB,IO_L20N_M5DQ1_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
H1,SHOUT<2>,IOB,IO_L64N_M4DQ1_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
H2,,,VCCO_4,,,4,,,,,2.50,,,,
H3,PCLK<0>,IOB,IO_L64P_M4DQ0_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
H4,,,GND,,,,,,,,,,,,
H5,WR2_ENA<0>,IOB,IO_L83N_VREF_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
H6,SR_CLOCK<0>,IOB,IO_L83P_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
H7,,IOBM,IO_L1P_HSWAPEN_0,UNUSED,,0,,,,,,,,,
H8,USB_FDD<15>,IOB,IO_L2P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
H9,USB_FDD<13>,IOB,IO_L13P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
H10,USB_FDD<11>,IOB,IO_L21P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
H11,,,VCCO_0,,,0,,,,,3.30,,,,
H12,USB_FDD<3>,IOB,IO_L33P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
H13,RAM_A<16>,IOB,IO_L39N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
H14,RAM_IO<3>,IOB,IO_L41N_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
H15,RAM_OEn,IOB,IO_L43N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
H16,,,VCCO_0,,,0,,,,,3.30,,,,
H17,RAM_A<11>,IOB,IO_L58P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
H18,RAM_A<19>,IOB,IO_L62P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
H19,RAM_CE2,IOB,IO_L62N_VREF_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
H20,BUSB_DO<11>,IOB,IO_L1P_A25_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
H21,BUSB_DO<8>,IOB,IO_L5P_M5A8_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
H22,BUSB_DO<9>,IOB,IO_L5N_M5A9_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
H23,,,GND,,,,,,,,,,,,
H24,SR_CLOCK<9>,IOB,IO_L19P_M5DQ2_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
H25,,,VCCO_5,,,5,,,,,2.50,,,,
H26,WR1_ENA<8>,IOB,IO_L19N_M5DQ3_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
J1,TDC3_TRG<3>,IOB,IO_L63N_M4DQ9_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
J2,TDC3_TRG<2>,IOB,IO_L63P_M4DQ8_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
J3,PCLK<1>,IOB,IO_L69N_M4LDM_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
J4,TDC2_TRG<4>,IOB,IO_L69P_M4UDM_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
J5,WR2_ENA<1>,IOB,IO_L73N_M4CLKN_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
J6,,,VCCO_4,,,4,,,,,2.50,,,,
J7,TDC_MON_TIMING<1>,IOB,IO_L78N_M4A4_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
J8,,,GND,,,,,,,,,,,,
J9,LEDS<7>,IOB,IO_L78P_M4A10_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
J10,,,VCCAUX,,,,,,,,2.5,,,,
J11,USB_FDD<2>,IOB,IO_L32P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
J12,USB_FDD<4>,IOB,IO_L38N_VREF_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
J13,RAM_A<21>,IOB,IO_L39P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
J14,,,VCCO_0,,,0,,,,,3.30,,,,
J15,RAM_CE1n,IOB,IO_L43P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
J16,RAM_A<14>,IOB,IO_L48P_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
J17,RAM_A<10>,IOB,IO_L48N_0,OUTPUT,LVCMOS33,0,12,SLOW,,,,LOCATED,NO,NONE,
J18,,,VCCAUX,,,,,,,,2.5,,,,
J19,,,GND,,,,,,,,,,,,
J20,BUSB_DO<14>,IOB,IO_L7P_M5WE_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
J21,,,VCCO_5,,,5,,,,,2.50,,,,
J22,BUSB_DO<12>,IOB,IO_L7N_M5BA2_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
J23,BUSB_DO<13>,IOB,IO_L15P_M5UDM_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
J24,BUSB_DO<10>,IOB,IO_L15N_M5LDM_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
J25,TDC9_TRG<4>,IOB,IO_L22P_M5DQ10_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
J26,TDC9_TRG<3>,IOB,IO_L22N_M5DQ11_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
K1,TDC3_TRG<4>,IOB,IO_L62N_M4DQ11_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
K2,,,GND,,,,,,,,,,,,
K3,SCLK<0>,IOB,IO_L62P_M4DQ10_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
K4,,,VCCO_4,,,4,,,,,2.50,,,,
K5,WR1_ENA<0>,IOB,IO_L73P_M4CLK_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
K6,SR_CLOCK<1>,IOB,IO_L82N_M4A14_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
K7,TDC_DONE<0>,IOB,IO_L82P_M4A13_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
K8,TDC1_TRG<1>,IOB,IO_L80N_M4A12_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
K9,LEDS<9>,IOB,IO_L80P_M4CKE_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
K10,LEDS<6>,IOB,IO_L76N_M4A2_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
K11,,,VCCINT,,,,,,,,1.2,,,,
K12,USB_FDD<5>,IOB,IO_L38P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
K13,,,VCCAUX,,,,,,,,2.5,,,,
K14,RAM_IO<2>,IOB,IO_L41P_0,BIDIR,LVCMOS33,0,12,SLOW,,NONE,,LOCATED,NO,NONE,
K15,,,VCCAUX,,,,,,,,2.5,,,,
K16,,,GND,,,,,,,,,,,,
K17,,,VCCINT,,,,,,,,1.2,,,,
K18,BUSB_SAMPLESEL_S<3>,IOB,IO_L3P_M5RESET_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
K19,BUSB_SAMPLESEL_S<2>,IOB,IO_L3N_M5A11_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
K20,BUSB_SAMPLESEL_S<0>,IOB,IO_L9N_M5BA1_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
K21,BUSB_SAMPLESEL_S<1>,IOB,IO_L12P_M5A3_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
K22,SAMPLESEL_ANY<9>,IOB,IO_L12N_M5ODT_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
K23,,,VCCO_5,,,5,,,,,2.50,,,,
K24,BUSB_DO<15>,IOB,IO_L21P_M5DQ8_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
K25,,,GND,,,,,,,,,,,,
K26,TDC9_TRG<2>,IOB,IO_L21N_M5DQ9_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
L1,WR2_ENA<2>,IOB,IO_L61N_M4UDQSN_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
L2,WR1_ENA<2>,IOB,IO_L61P_M4UDQS_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
L3,SCLK<1>,IOB,IO_L71N_M4A6_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
L4,TDC1_TRG<3>,IOB,IO_L71P_M4A5_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
L5,,,VCCAUX,,,,,,,,2.5,,,,
L6,SAMPLESEL_ANY<0>,IOB,IO_L74N_M4A1_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
L7,TDC_DONE<1>,IOB,IO_L74P_M4A0_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
L8,TDC2_TRG<1>,IOB,IO_L70N_M4CASN_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
L9,TDC1_TRG<0>,IOB,IO_L70P_M4RASN_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
L10,LEDS<8>,IOB,IO_L76P_M4A7_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
L11,,,GND,,,,,,,,,,,,
L12,,,VCCINT,,,,,,,,1.2,,,,
L13,,,GND,,,,,,,,,,,,
L14,,,VCCINT,,,,,,,,1.2,,,,
L15,,,GND,,,,,,,,,,,,
L16,,,VCCINT,,,,,,,,1.2,,,,
L17,,,GND,,,,,,,,,,,,
L18,,,VCCAUX,,,,,,,,2.5,,,,
L19,WR1_ENA<9>,IOB,IO_L9P_M5BA0_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
L20,BUSB_SAMPLESEL_S<4>,IOB,IO_L27P_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
L21,WR2_ENA<9>,IOB,IO_L27N_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
L22,,,VCCAUX,,,,,,,,2.5,,,,
L23,BUSB_RD_COLSEL_S<0>,IOB,IO_L29P_A23_M1A13_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
L24,BUSB_RD_COLSEL_S<1>,IOB,IO_L29N_A22_M1A14_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
L25,SHOUT<8>,IOB,IO_L24P_M5DQ12_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
L26,PCLK<8>,IOB,IO_L24N_M5DQ13_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
M1,SAMPLESEL_ANY<2>,IOB,IO_L60N_M4DQ13_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
M2,,,VCCO_4,,,4,,,,,2.50,,,,
M3,SIN<0>,IOB,IO_L60P_M4DQ12_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
M4,TDC2_TRG<3>,IOB,IO_L58P_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
M5,,,GND,,,,,,,,,,,,
M6,SAMPLESEL_ANY<1>,IOB,IO_L72N_M4ODT_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
M7,,,VCCO_4,,,4,,,,,2.50,,,,
M8,TDC_MON_TIMING<0>,IOB,IO_L72P_M4A3_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
M9,BUS_REGCLR,IOB,IO_L57N_VREF_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
M10,BUSA_RD_ENA,IOB,IO_L57P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
M11,,,VCCINT,,,,,,,,1.2,,,,
M12,,,VCCINT,,,,,,,,1.2,,,,
M13,,,VCCINT,,,,,,,,1.2,,,,
M14,,,VCCINT,,,,,,,,1.2,,,,
M15,,,VCCINT,,,,,,,,1.2,,,,
M16,,,VCCINT,,,,,,,,1.2,,,,
M17,,,VCCAUX,,,,,,,,2.5,,,,
M18,BUSB_RD_COLSEL_S<3>,IOB,IO_L13P_M5A5_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
M19,BUSB_RD_COLSEL_S<2>,IOB,IO_L13N_M5A6_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
M20,,,VCCO_5,,,5,,,,,2.50,,,,
M21,BUSB_RD_COLSEL_S<4>,IOB,IO_L26P_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
M22,,,GND,,,,,,,,,,,,
M23,BUSB_WR_ADDRCLR,IOB,IO_L26N_VREF_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
M24,BUSB_RD_COLSEL_S<5>,IOB,IO_L23P_M5UDQS_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
M25,,,VCCO_5,,,5,,,,,2.50,,,,
M26,SCLK<8>,IOB,IO_L23N_M5UDQSN_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
N1,TDC_DONE<2>,IOB,IO_L59N_M4DQ15_4,INPUT,LVCMOS25*,4,,,,NONE,,LOCATED,NO,NONE,
N2,SR_CLOCK<2>,IOB,IO_L59P_M4DQ14_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
N3,SIN<1>,IOB,IO_L58N_VREF_4,OUTPUT,LVCMOS25*,4,12,SLOW,,,,LOCATED,NO,NONE,
N4,BUSA_DO<3>,IOB,IO_L54N_M3A11_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
N5,BUSA_DO<2>,IOB,IO_L54P_M3RESET_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
N6,BUSA_DO<1>,IOB,IO_L49P_M3A7_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
N7,BUSA_DO<0>,IOB,IO_L51N_M3A4_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
N8,TDC_DONE<4>,IOB,IO_L51P_M3A10_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
N9,BUSA_CLR,IOB,IO_L55N_M3A14_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
N10,,,VCCAUX,,,,,,,,2.5,,,,
N11,,,GND,,,,,,,,,,,,
N12,,,VCCINT,,,,,,,,1.2,,,,
N13,,,VCCINT,,,,,,,,1.2,,,,
N14,,,GND,,,,,,,,,,,,
N15,,,VCCINT,,,,,,,,1.2,,,,
N16,,,VCCINT,,,,,,,,1.2,,,,
N17,TDC_CS_DAC<5>,IOB,IO_L28P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
N18,TOP_AMUX_S<0>,IOB,IO_L28N_VREF_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
N19,WR2_ENA<6>,IOB,IO_L30P_A21_M1RESET_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
N20,SCLK<5>,IOB,IO_L30N_A20_M1A11_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
N21,TDC7_TRG<1>,IOB,IO_L31P_A19_M1CKE_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
N22,TDC_DONE<6>,IOB,IO_L31N_A18_M1A12_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
N23,TDC6_TRG<4>,IOB,IO_L33P_A15_M1A10_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
N24,TDC10_TRG<3>,IOB,IO_L33N_A14_M1A4_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
N25,SIN<8>,IOB,IO_L25P_M5DQ14_5,OUTPUT,LVCMOS25*,5,12,SLOW,,,,LOCATED,NO,NONE,
N26,TDC9_TRG<0>,IOB,IO_L25N_M5DQ15_5,INPUT,LVCMOS25*,5,,,,NONE,,LOCATED,NO,NONE,
P1,WR1_ENA<3>,IOB,IO_L48N_M3BA1_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
P2,,,GND,,,,,,,,,,,,
P3,SIN<4>,IOB,IO_L48P_M3BA0_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,LOCATED,NO,NONE,
P4,,,VCCO_3,,,3,,,,,2.50,,,,
P5,BUSA_DO<7>,IOB,IO_L50P_M3WE_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
P6,BUSA_DO<6>,IOB,IO_L49N_M3A2_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
P7,,,GND,,,,,,,,,,,,
P8,BUSA_DO<5>,IOB,IO_L53N_M3A12_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
P9,,,VCCO_3,,,3,,,,,2.50,,,,
P10,BUSA_DO<4>,IOB,IO_L55P_M3A13_3,INPUT,LVCMOS25*,3,,,,NONE,,LOCATED,NO,NONE,
P11,,,VCCINT,,,,,,,,1.2,,,,
P12,,,VCCINT,,,,,,,,1.2,,,,
P13,,,GND,,,,,,,,,,,,
P14,,,VCCINT,,,,,,,,1.2,,,,
P15,,,VCCINT,,,,,,,,1.2,,,,
P16,,,GND,,,,,,,,,,,,
P17,TDC_CS_DAC<6>,IOB,IO_L32P_A17_M1A8_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,LOCATED,NO,NONE,
P18,,,VCCO_1,,,1,,,,,2.50,,,,
P19,TDC_DONE<5>,IOB,IO_L32N_A16_M1A9_1,INPUT,LVCMOS25*,1,,,,NONE,,LOCATED,NO,NONE,
P20,,,GND,,,,,,,,,,,,
